SimID,Longitude,Latitude,UrRMSE,NpRMSE,BzRMSE
21,186,2,190.11578860485884,9.274034106651342,9.280612086534491
21,186,4,190.37964694545346,9.05353880930885,8.746294413058493
21,186,6,192.08982306009864,9.224570675802857,8.703093904852425
21,186,7,192.6739309880296,8.84392807662489,8.746274537698744
21,186,8,194.5353078667726,8.2864509385553,8.784615558390112
21,186,10,188.19292749787385,6.700842367424262,8.7861730960502
21,186,12,171.94597457308438,5.5224266142088,8.959675349052377
21,186,14,136.03522623492705,5.622739777930121,8.993769099695928
21,186,16,110.98165849333137,6.609054709256194,10.572851853315637
21,186,18,106.21961859081745,5.973545676753395,11.181361106174975
21,186,20,112.49350510464052,6.035384498051774,11.616566237509225
21,188,-10,270.4981521504377,10.216756482906513,10.593999993235798
21,188,-8,248.27732169546198,9.9080087031159,10.461838751642665
21,188,-6,227.55186594752874,9.670183828296222,10.462369146273373
21,188,-4,214.57164359322275,9.540573574564233,10.504702548805891
21,188,-2,202.93152433464653,9.392435952255774,10.642081761265883
21,188,0,195.72026773506684,9.129577295537542,9.822987915744779
21,188,2,192.8950066079402,9.250025166121048,9.476488251293958
21,188,4,191.25479512401196,8.84463436920858,8.856112829615544
21,188,6,195.14303870298707,8.962583168668814,8.873092307832584
21,188,7,196.91661412151186,8.728551581042007,8.864268433154013
21,188,8,199.6148726596292,7.912505667109376,8.900221292167423
21,188,10,193.58681962234803,6.722936536714407,8.860063939573461
21,188,12,181.6393826953572,5.825795321033298,9.103756861390854
21,188,14,154.72955429595945,7.668230994175293,10.68671930170827
21,188,16,134.2615892824387,7.665863974675822,11.750791878641055
21,188,18,129.74977633621293,7.116148857042183,12.391989812496098
21,188,20,134.62371829710128,7.650318891859002,13.08782442087317
21,190,-10,276.6669314872365,10.698876802028616,10.998540141695374
21,190,-8,256.2916327464651,10.263694205865848,10.647378143727607
21,190,-6,236.01785968814292,9.979888553927296,10.776420940790445
21,190,-4,223.04639265255523,9.756353487935671,10.728170499015206
21,190,-2,212.37104409048467,9.583806656829706,10.33112565924305
21,190,0,202.35818100950306,9.244276650419504,9.993053265985404
21,190,2,196.77871530606723,9.15186514117765,9.55093423110432
21,190,4,196.4677794674162,9.63212598535343,9.310205847924324
21,190,6,200.39994150430132,10.143585444173986,9.309523551158907
21,190,7,202.24601085239317,9.939669523811839,9.221053197537731
21,190,8,203.8547464050968,9.522368106814707,9.239967203321449
21,190,10,202.67740280987738,7.520242388682212,9.350490782801403
21,190,12,191.04707126042885,6.190646954058222,9.26626352261089
21,190,14,172.150094185354,7.115692201156019,10.180543784823023
21,190,16,155.75874185776803,7.502796879103236,11.640473255527644
21,190,18,150.95034695990205,7.4765266208552505,12.722885449296038
21,190,20,155.76887430695137,8.277650392630099,13.242008421571345
22,170,-10,320.23184830045574,17.571404594414368,10.145455537832929
22,170,-8,317.81697882185216,19.889510151849418,10.001790294151057
22,170,-6,314.17276333937855,21.647326431023952,9.911028829178116
22,170,-4,310.0682720892526,23.33237626027112,9.798145030082098
22,170,-2,306.7310441547224,23.78244546328734,9.921526376970562
22,170,0,304.74541871695925,23.89728473527362,10.482976577746904
22,170,2,290.15399860688854,25.63293205603067,10.677049243161898
22,170,4,227.76410053745226,26.90416204436694,10.556689726557513
22,170,6,211.9802965689587,28.961420630729204,11.551975938817701
22,170,7,196.7613931997891,29.12598443072916,12.058184857583052
22,170,8,186.8471825889848,28.774499692320084,11.951550814331382
22,170,10,174.5040716896165,27.89250812658889,11.441661419574974
22,170,12,196.00837956912477,30.08825945466088,11.914256897320069
22,170,14,185.7451583166498,33.04157357387352,11.396633134970086
22,170,16,170.43739470376286,29.583040561548934,12.19576339559426
22,170,18,159.7493717448517,25.920483215946017,13.359176373415117
22,170,20,151.29283092465027,23.631122285838927,13.93101755792858
22,172,-10,321.81664966176965,19.043595254128647,10.484572641327306
22,172,-8,319.9002938201718,21.084368958427383,10.232274317762053
22,172,-6,316.35379740526184,23.579112823865604,10.197312730414662
22,172,-4,312.8438181892086,25.962412998337605,10.041113023382684
22,172,-2,310.29282543485044,26.11471213067549,9.926930456712245
22,172,0,306.06868241945494,26.073952596898422,10.583803325923348
22,172,2,293.01415987254745,26.91578709457862,10.966016591721402
22,172,4,239.0836895749635,27.79907717427916,10.462106049124591
22,172,6,211.58502674574868,28.163548094629984,11.234484823397962
22,172,7,207.79866241254504,29.414176140441878,11.152246441633059
22,172,8,191.04400526357946,30.272852647715478,11.22156173620252
22,172,10,203.4590935900149,29.3600359867159,11.362149447593396
22,172,12,202.56973130289674,31.937565592869653,11.857212356267793
22,172,14,185.03144288294965,32.28833409056564,12.133595455893117
22,172,16,173.78525017254717,30.29395157876281,13.31503248093652
22,172,18,161.93612077743057,25.78264255562202,13.921994266686909
22,172,20,153.11086804712,22.912046678203218,14.090813739706435
22,174,-10,320.6260503636086,20.650150035989117,10.78114624357484
22,174,-8,321.5463937761113,22.981378147379736,10.61107144028502
22,174,-6,318.5861240688951,25.350666266141307,10.457617632194822
22,174,-4,315.09948151764627,27.72566015550547,10.41944709328367
22,174,-2,310.6862498215864,29.267882257755993,10.391122928909551
22,174,0,305.84442398459623,29.528044496609354,10.72602710272061
22,174,2,293.91060936428033,29.672452680814498,10.993863170329526
22,174,4,270.99428239030215,29.097209758637014,10.85499826187085
22,174,6,249.5017291890725,28.914745394744056,10.737374150948241
22,174,7,217.70086707807806,29.661621647988795,11.073809502024508
22,174,8,208.31938939411842,29.222451388850402,10.808006468859972
22,174,10,216.6432886981049,29.19224935469988,11.13979592124339
22,174,12,207.94165114071362,32.56373978088043,11.778232365679862
22,174,14,195.75693428099757,32.01559404669526,12.563358197053654
22,174,16,185.4476822950204,31.641193178221066,13.528258735604272
22,174,18,166.85565253194497,26.687232525764674,13.785041844318762
22,174,20,158.51684767955294,23.855455817430265,13.937694908156818
22,176,-10,321.74470245126605,22.957935687061752,11.130583626067335
22,176,-8,319.8143175324149,25.867277939751986,11.117531997807191
22,176,-6,319.9343254828575,27.973455869839015,10.942625315593421
22,176,-4,316.14100267999027,29.905210250819525,10.827145508234905
22,176,-2,310.89797130032997,28.96982391896173,10.837625924715608
22,176,0,304.8610119465748,29.036772175858133,10.892222049465492
22,176,2,292.80821380214246,28.81576654961735,10.984753686690686
22,176,4,274.7878017495224,29.14497363714525,11.165703974257564
22,176,6,256.34091616643303,29.01180489921364,11.108161435410167
22,176,7,246.46409374157787,28.385449867823464,11.21283265986913
22,176,8,241.99089446119123,28.581905756735576,11.20819691740937
22,176,10,230.1378481747979,28.482531056356482,11.150098909856116
22,176,12,223.24073567548206,29.572918137117767,11.273102330705909
22,176,14,213.25162696874042,31.66854126417046,12.128030450815702
22,176,16,192.79130842655007,31.580431546932317,13.062999925322929
22,176,18,164.79408771427882,26.175865562623724,13.167249505095644
22,176,20,159.79205289338125,23.59360498507098,13.593817251129027
22,178,-10,319.8899159702159,24.108007711521015,11.722535311819719
22,178,-8,317.8449552506073,26.145740926935204,11.61419070967272
22,178,-6,316.0631622245058,28.179632501282548,11.386189697522449
22,178,-4,311.71362691514366,28.906838099866548,11.218872198100685
22,178,-2,309.9330239288689,27.820984455602492,11.05989943238021
22,178,0,302.32095171416984,27.827228592727,10.901509106369069
22,178,2,290.7014999673539,28.90213650275463,10.761771578551926
22,178,4,275.97084887941077,28.34328154791892,11.01019638912061
22,178,6,262.12785694789255,28.496095691674377,11.04895688041651
22,178,7,255.62417445888457,28.39678053799826,11.13227611560075
22,178,8,251.31981572131812,29.10355991906472,11.143399783963853
22,178,10,242.607636119862,28.23827981034366,10.787934674573222
22,178,12,237.17296013889595,29.30781044338721,10.607287802372616
22,178,14,229.4600867545078,31.25992906991593,11.297170464479676
22,178,16,191.02186655343607,30.502298742036494,12.369590246661282
22,178,18,171.53697257256647,26.42345831995356,12.688079866896206
22,178,20,164.81240770530948,23.564909210136666,13.359427612524811
22,180,-10,319.121935237467,24.634954840484628,12.12872892322834
22,180,-8,316.24667099688315,26.640663828299754,11.792034998724354
22,180,-6,314.59320268738514,29.056041702158844,11.450312138844694
22,180,-4,311.76944456849753,28.02858250578373,11.181149131886652
22,180,-2,308.9772211581792,28.061951162874447,10.934017085055038
22,180,0,301.90955863652516,28.28451146159564,10.583744637802925
22,180,2,291.6767622587196,28.901539765353316,10.63285322016675
22,180,4,279.94150782369013,28.425660962034076,10.787250767890457
22,180,6,267.80666771180773,28.890378090313202,10.838096931825481
22,180,7,260.862034292334,28.26439287810838,10.798833530980513
22,180,8,258.51479664941087,28.480252502536498,10.678534979384656
22,180,10,252.19279794319516,28.588879562581507,10.329036266855086
22,180,12,248.21653966496143,30.308699945943946,10.39351302620225
22,180,14,220.9893080148457,31.122602226840442,11.611730667021076
22,180,16,193.78714107210823,30.895379747037122,12.00775005157646
22,180,18,175.2018785241627,26.333835400139943,12.56020340645465
22,180,20,160.82272233730353,22.36203870499541,13.58441688574094
22,182,-10,319.9685535726856,25.559472040165517,12.344844929380713
22,182,-8,317.2432643909408,27.369236003605405,11.877916625775304
22,182,-6,315.25254970853115,28.841078233948963,11.336250498755804
22,182,-4,311.99326294456085,28.7269322324418,11.306700764734067
22,182,-2,307.3056784843461,28.57959260888952,10.92764743557411
22,182,0,302.97282769559524,28.42846322403712,10.668080567647817
22,182,2,293.7041273860506,28.86565712287729,10.657434618203908
22,182,4,285.1240091153838,27.71942888709621,10.512748864715855
22,182,6,273.75048126021835,28.618455691838236,10.548965879983074
22,182,7,268.73876446765655,27.960460564122496,10.569847668941794
22,182,8,266.5327178689228,27.955994492395778,10.651440225096412
22,182,10,262.9388180540604,28.884441459925043,10.624343206790629
22,182,12,256.9201459590067,30.77495438445829,10.389137901953248
22,182,14,236.97287962000476,31.23834091170081,9.95154265779283
22,182,16,198.15750066152432,30.796213391649886,11.868249627451878
22,182,18,181.47199732653297,25.92450403482594,12.678784440332372
22,182,20,167.46722599918297,22.2677983384545,14.115669693476631
22,184,-10,321.23708170159694,26.584087691442196,12.541609258163286
22,184,-8,319.07789206935087,28.28017753073449,12.053022581045367
22,184,-6,315.7336870607002,29.542398746677918,11.572679964771423
22,184,-4,312.0513607287765,29.88977790101401,11.415155102831218
22,184,-2,307.73981419357773,29.15398172580251,11.151593600038135
22,184,0,304.31871535215953,28.885288895600294,11.006513237871786
22,184,2,296.6474225049051,28.71071165032232,10.79633425536999
22,184,4,287.0689433748998,27.604566432100956,10.435354673683067
22,184,6,278.62404053019094,28.310256203587834,10.715530918446174
22,184,7,273.8167459342857,27.610236058438687,10.904686557783947
22,184,8,271.8175880728519,27.792067936982477,10.952845718527444
22,184,10,268.3717738491789,28.986061810103443,10.823361744155664
22,184,12,257.3420329172564,30.474257851172425,10.247333997206248
22,184,14,236.27854340296383,30.712578645384216,9.856136186616876
22,184,16,203.15750431588668,30.49101831965027,12.089179511937227
22,184,18,186.4786273065929,25.255993754898938,13.374504605933923
22,184,20,174.9352944508381,22.134609549715776,14.761443080692711
22,186,-10,323.06906765610086,28.034273592584974,12.69224402110512
22,186,-8,320.0797045883987,29.152076406167883,12.145220895986888
22,186,-6,317.0926697723755,30.16629860561211,11.773782842450531
22,186,-4,313.1475455014318,29.77709998515972,11.488408232184417
22,186,-2,308.74767918925187,29.75068043317573,11.268051183185996
22,186,0,303.13414200867,29.262852784225473,11.094514360029947
22,186,2,299.1734609203628,28.63621341493269,10.954563588982898
22,186,4,291.2180732990338,27.40397142725256,10.733071051781184
22,186,6,283.0124779274045,28.16166291644233,10.753925812491275
22,186,7,277.7651133737451,27.148699501248146,10.899056709108072
22,186,8,275.3855260405332,27.605421187097466,11.031937588868775
22,186,10,274.06227569529267,28.561399094538857,10.841267657716283
22,186,12,255.13699633725173,29.217649389114136,10.223177306422986
22,186,14,235.10558863813995,29.49060241187444,9.897316881919634
22,186,16,211.96403589920908,30.218801097885965,12.263114418392547
22,186,18,196.80953915446486,25.31778729728511,13.970675410149235
22,186,20,191.72845332160492,23.500342989148503,13.922398150637317
22,188,-10,324.49256244329484,28.997875679987363,12.779976909360773
22,188,-8,321.23990127494227,30.14551668888131,12.23226129464071
22,188,-6,317.6104296067619,29.968787053391512,11.880868499250441
22,188,-4,312.9511907466621,29.964950088046958,11.668858721639303
22,188,-2,309.2533483254866,29.702636953772206,11.460238087991087
22,188,0,304.5592347353695,28.867032368776158,11.427535649289844
22,188,2,299.18641092153115,28.33315892306797,11.30074346605688
22,188,4,295.0028392417632,27.174240524543706,11.046057590969037
22,188,6,285.591353588237,26.867144803975265,10.985689771883225
22,188,7,282.0718201194682,27.064129010343766,11.059656871958282
22,188,8,280.7143647344921,27.644866294419284,11.034372141714941
22,188,10,275.6755295318414,27.722933253902557,10.83325947038532
22,188,12,253.18419655551685,27.743426014031378,10.268206839589192
22,188,14,235.95850945442677,28.189806258578674,10.023372424402206
22,188,16,228.93685100207492,28.33017403692915,10.511858766572477
22,188,18,206.83747510395773,25.40420411425584,14.239780842571221
22,188,20,194.90272401984225,22.789923577785625,13.941486943999328
22,190,-10,325.41158061042137,29.234934372316133,12.968864737944054
22,190,-8,322.48295332602123,30.790103017873914,12.610139494154406
22,190,-6,318.4898690314316,30.362040501192443,12.072047781478995
22,190,-4,313.9632487612681,29.54977260547997,11.963910112051677
22,190,-2,309.7898825603088,29.27816139642477,11.730746845775766
22,190,0,306.4086146048192,28.65438165269049,11.694378010146103
22,190,2,301.3357530980689,28.271683923090173,11.577851694565583
22,190,4,298.52741299963617,27.66130220124092,11.418012103990383
22,190,6,289.8263851560095,27.019398988358166,11.159426299397497
22,190,7,285.4230469906757,26.990954260593252,11.149081000505165
22,190,8,284.439410874776,27.597397530348232,11.170737942786635
22,190,10,272.353238390112,26.791930786743464,10.848364699185723
22,190,12,250.78557523937172,26.21217734616232,10.42833920351935
22,190,14,238.310714146416,26.414818641244945,10.196619091067106
22,190,16,233.2117412359555,26.43378680571114,10.598472906911981
22,190,18,224.09264093342574,24.54458123186001,11.324962031499195
22,190,20,197.51895023092408,22.546852433821414,13.49160117019437
23,170,-10,330.37331719018897,10.791461618372603,10.04011202004317
23,170,-8,329.72633300873247,12.190131365665122,9.784147775598145
23,170,-6,328.3997722623965,13.356160117080112,9.636796542899168
23,170,-4,328.4378206584308,13.831097886953438,9.578799634400093
23,170,-2,324.7482148032872,14.049448595642922,9.484739753831985
23,170,0,320.7066227765734,14.901676141501538,9.767491461123884
23,170,2,313.62753216625106,16.40001894213357,10.452422426568974
23,170,4,297.6368259052767,16.519298086837864,12.054080929937934
23,170,6,284.911111031922,17.79338882230682,12.534932155382045
23,170,7,279.0043811002947,18.735613004227318,12.780547306713299
23,170,8,272.74408995646866,19.82022302186343,12.977012425329635
23,170,10,259.43298206072484,21.15730495761025,13.330195979793437
23,170,12,242.170295094011,20.80095057893178,13.545968827160017
23,170,14,218.69340606530454,19.43933649520227,13.742985263203908
23,170,16,208.66672495224205,19.60288034051188,13.764003727253037
23,170,18,214.68197359632615,17.67977976947884,13.372672009730765
23,170,20,211.73315514739778,16.47410961894098,13.68398637602884
23,172,-10,331.4232565617084,11.02307202338427,10.415366319817803
23,172,-8,330.55470609336055,12.532653164855962,10.117561460614063
23,172,-6,329.34777514128683,13.726094626107596,9.804626273384676
23,172,-4,328.03249114950364,14.395838310574975,9.757481420795491
23,172,-2,324.7586000486353,14.522885162650217,9.6087388031607
23,172,0,324.05417181166956,15.300702877460278,9.596894193397029
23,172,2,320.1829453959114,16.897046341802746,9.968777083638757
23,172,4,313.30956266454274,18.650451433887273,10.581532473168588
23,172,6,299.1428839261972,19.225147076668083,12.172107376982327
23,172,7,294.3243705145354,19.907001008145837,12.358795079372792
23,172,8,288.9262773975419,20.6519360969178,12.50047224764246
23,172,10,276.83999528727503,21.882003598234018,12.841285045465755
23,172,12,260.874743395208,21.355369047549356,13.104185939090858
23,172,14,236.2669860693142,20.210825809907288,13.262320602802166
23,172,16,217.96515973319134,20.008925480648877,13.316688174874507
23,172,18,211.80364867965127,18.025022888467067,13.424329074334644
23,172,20,212.38381958812235,16.98730217231776,13.713549999116237
23,174,-10,333.59504946590334,11.458702969924438,11.03549116000698
23,174,-8,332.7193021781222,12.777219765515833,10.7566310879759
23,174,-6,331.4334576072784,14.157053556909121,10.425632715820369
23,174,-4,329.3505418273846,14.93706093306026,10.025755051642639
23,174,-2,326.7267183644092,15.240545916217647,9.809420622175708
23,174,0,324.25495875219167,16.297043435896303,9.696263139691002
23,174,2,320.1583254785883,18.022684321818087,9.554349326073867
23,174,4,315.4411983297836,19.89918411025707,10.225264655432676
23,174,6,313.47099081531377,21.816291852973386,10.475198251800176
23,174,7,310.253890930418,22.13262700402085,10.705527074738601
23,174,8,300.8793161515513,22.482770041076332,11.847892162552844
23,174,10,290.9452488077461,22.277788325159538,12.100839693580998
23,174,12,275.2830668241093,21.162940254458924,12.44568861759721
23,174,14,253.8798868074211,19.993426963444293,12.596032741470943
23,174,16,236.41513267795418,20.094239066052058,12.719223657838926
23,174,18,223.67546602641661,18.42449097121624,12.851413122979036
23,174,20,220.30226690453622,17.701147360267502,13.243482249117866
23,176,-10,335.9487407365061,12.112769078827629,11.607755642936295
23,176,-8,335.54882636779007,13.140840114935134,11.374794764727351
23,176,-6,334.0959706521343,14.275894220098134,11.057667569731185
23,176,-4,331.9559782372419,15.02877987298284,10.677447339494949
23,176,-2,328.87343599286595,15.345188789529063,10.236503510646624
23,176,0,326.0714670869408,16.613882883209534,9.905894330647163
23,176,2,323.60434738212473,18.68849517844125,9.718911690277613
23,176,4,320.54809189536184,21.454659855761673,9.694286936177859
23,176,6,319.5901185665482,22.88558503138831,9.959353842279636
23,176,7,317.0325914382416,23.12053998612373,10.087651870496058
23,176,8,314.57231779695934,24.183525228352522,10.253091162849794
23,176,10,307.9244972069133,23.813206064497383,10.62904072460065
23,176,12,288.02006276587485,20.66002098028386,11.711590642555532
23,176,14,270.96027589933584,19.243214560494227,11.915936391880559
23,176,16,254.73729082801475,19.103034387108387,12.102732398669557
23,176,18,240.52520678698187,18.082214664248795,12.346076798219855
23,176,20,236.38296123938653,17.70390825278453,12.718019004639249
23,178,-10,338.29048308649857,12.39408240363897,12.073504906261737
23,178,-8,338.23378740277434,13.363826537588874,11.884672730869669
23,178,-6,337.0374455876229,14.607126951956506,11.636408907639177
23,178,-4,334.8374170477458,15.457234262307727,11.307934384193379
23,178,-2,331.83119104554663,15.684262545344248,10.886904291784248
23,178,0,329.1586510028494,16.74465845778752,10.479199769985176
23,178,2,327.23087663320325,18.248710381143646,10.187480284297882
23,178,4,323.68222783621536,20.94444210169582,9.985792066443603
23,178,6,319.91264312714264,23.599724686094426,9.956468642203847
23,178,7,317.78168587641267,24.080161892610658,9.933411945318037
23,178,8,316.3968922337233,24.96684878860985,10.009334126390057
23,178,10,309.6374142772115,23.992196332678926,10.258352870862556
23,178,12,299.8676475048004,21.343623731146607,10.934833065016313
23,178,14,286.383391459174,19.163268224501675,11.382374934212551
23,178,16,271.1121575523792,18.39966039734476,11.77813271999229
23,178,18,257.6922130295427,17.85123701107287,12.076824398504751
